the_geom,BORO,BLOCK,LOT,BBL,TYPE,Shape_STAr,Shape_STLe
"MULTIPOLYGON (((-73.95070452147108 40.66790582821134, -73.95064068760725 40.66790484719448, -73.95064205143046 40.66785339410794, -73.9507058840631 40.66785437422302, -73.95070452147108 40.66790582821134)))",3,27000,353,3270000353,1,332.093849218,72.9233210783
"MULTIPOLYGON (((-73.95089382506195 40.662751601940386, -73.95081470945944 40.662758319310576, -73.95080625419342 40.662700576388055, -73.95088536972892 40.66269385812316, -73.95089382506195 40.662751601940386)))",3,27000,354,3270000354,1,467.504515861,86.5068802681
"MULTIPOLYGON (((-73.95023879097819 40.65667649087244, -73.95015461099266 40.65668162429136, -73.95014810528541 40.656619745149015, -73.95023228519337 40.65661461173479, -73.95023879097819 40.65667649087244)))",3,27000,355,3270000355,1,529.935408299,92.0957290178
"MULTIPOLYGON (((-73.94961062002587 40.65086374664532, -73.94952628280649 40.650865983471185, -73.94952369490834 40.65080938480527, -73.94960803205632 40.65080714798129, -73.94961062002587 40.65086374664532)))",3,27000,356,3270000356,1,483.151877524,88.0989378427
"MULTIPOLYGON (((-73.9490027943612 40.64511675636719, -73.94891400291581 40.645121665305965, -73.94890899028495 40.645069062011785, -73.94899778166071 40.645064153076866, -73.9490027943612 40.64511675636719)))",3,27000,357,3270000357,1,474.71725377,87.8409768485
"MULTIPOLYGON (((-73.94844186962264 40.63998486508008, -73.94836516134717 40.639988881194704, -73.9483608187181 40.639940750122996, -73.94843752693777 40.63993673491182, -73.94844186962264 40.63998486508008)))",3,27000,358,3270000358,1,375.06996661,77.8315042078
"MULTIPOLYGON (((-73.94774370443548 40.63291407429808, -73.94763864801101 40.63291279459365, -73.94763994719935 40.63285084755626, -73.94774500470903 40.63285212635954, -73.94774370443548 40.63291407429808)))",3,27000,359,3270000359,1,658.2752473,103.470700352
"MULTIPOLYGON (((-73.97199714927297 40.713381126547674, -73.97145901628822 40.71351033201973, -73.97120555938348 40.71314216449575, -73.97199714927297 40.713381126547674)))",3,24000,9997,3240009997,1,11659.1522075,543.946382228
"MULTIPOLYGON (((-73.99701859154189 40.706066502337265, -73.99668045543763 40.706089294030676, -73.9967161593826 40.70583554805407, -73.99701859154189 40.706066502337265)))",3,24000,9998,3240009998,1,4292.37298897,305.88328696
"MULTIPOLYGON (((-73.88512380905368 40.5736730030794, -73.88492764050402 40.57363706669917, -73.88501089875905 40.573483860853266, -73.88512380905368 40.5736730030794)))",3,24000,9999,3240009999,1,1672.3299308,192.179210706
"MULTIPOLYGON (((-73.97693636579116 40.684634812881214, -73.97690444041294 40.68463504421362, -73.97690413652468 40.6846107653984, -73.97693606070864 40.684610533165355, -73.97693636579116 40.684634812881214)))",3,27000,40,3270000040,1,78.3279568033,35.4012372717
"MULTIPOLYGON (((-73.97601164732845 40.576118948705776, -73.97598857714037 40.57612579327432, -73.97598034059035 40.57610964965382, -73.97600341077343 40.57610280598746, -73.97601164732845 40.576118948705776)))",3,27000,57,3270000057,1,43.3977731699,26.3751008017
"MULTIPOLYGON (((-74.01153444706338 40.63498972048885, -74.01148791158363 40.63496924374284, -74.01150823609368 40.63494243776151, -74.01155477156098 40.6349629144994, -74.01153444706338 40.63498972048885)))",3,27000,71,3270000071,1,168.223158933,52.3879138265
"MULTIPOLYGON (((-73.99664152538698 40.62545310839567, -73.99662409128754 40.625429009971484, -73.99665458126955 40.62541620456864, -73.99667201537669 40.62544030208777, -73.99664152538698 40.62545310839567)))",3,27000,73,3270000073,1,96.8866884081,39.3790179463
"MULTIPOLYGON (((-73.98035221168087 40.604077261538784, -73.98034692339768 40.60404050493137, -73.98039069019526 40.60403684638231, -73.98039597850226 40.60407360298779, -73.98035221168087 40.604077261538784)))",3,27000,77,3270000077,1,164.704899433,51.3953753732
"MULTIPOLYGON (((-73.90401594012992 40.68882452549128, -73.90397339630633 40.68880733520861, -73.90400266191666 40.688765365960656, -73.90404520690403 40.688782556233534, -73.90401594012992 40.68882452549128)))",3,27000,130,3270000130,1,231.241823522,61.3382655003
"MULTIPOLYGON (((-73.90297786164105 40.67537638031252, -73.90297463035827 40.675331613867485, -73.90303113164286 40.67532924902039, -73.9030343629621 40.67537401636437, -73.90297786164105 40.67537638031252)))",3,27000,133,3270000133,1,256.388718703,64.0612923915
"MULTIPOLYGON (((-73.990533751011 40.6993828594874, -73.99049477859432 40.69935783914701, -73.99052382764596 40.69933163033474, -73.99056280005826 40.69935665066535, -73.990533751011 40.6993828594874)))",3,27000,173,3270000173,1,176.611563182,53.2598747271
"MULTIPOLYGON (((-73.98994205846644 40.69325561048918, -73.98992437509727 40.6932217568627, -73.98996569662516 40.69320925144865, -73.989983381195 40.69324310596951, -73.98994205846644 40.69325561048918)))",3,27000,335,3270000335,1,163.677591998,51.2092632703
"MULTIPOLYGON (((-73.90530299115741 40.67834574929084, -73.90530256340838 40.67830962297645, -73.90534903853933 40.67830930371302, -73.90534946631351 40.678345430027214, -73.90530299115741 40.67834574929084)))",3,27000,184,3270000184,1,169.681371659,52.1075400618
"MULTIPOLYGON (((-73.86502375856722 40.67705079117136, -73.86503016168491 40.6770259669614, -73.86506629744481 40.677031370115564, -73.86505989315721 40.67705619432612, -73.86502375856722 40.67705079117136)))",3,27000,189,3270000189,1,94.1466773509,38.8629319614
"MULTIPOLYGON (((-73.97975771321782 40.660007928132806, -73.97974356558349 40.66000051799345, -73.97975133490287 40.65999191582658, -73.97976548253628 40.65999932596499, -73.97975771321782 40.660007928132806)))",3,27000,241,3270000241,1,18.1211356669,17.135536377
"MULTIPOLYGON (((-73.99506984909854 40.680305294672344, -73.99505107140804 40.68030086243534, -73.99505627697148 40.680288082560004, -73.99507505465874 40.68029251479622, -73.99506984909854 40.680305294672344)))",3,27000,237,3270000237,1,26.5814135378,20.655242156
"MULTIPOLYGON (((-73.996175867562 40.673772838560886, -73.99616076573962 40.67376012998994, -73.99617718297553 40.67374882186892, -73.99619228361574 40.67376153043771, -73.996175867562 40.673772838560886)))",3,27000,238,3270000238,1,38.342437706,24.7693632473
"MULTIPOLYGON (((-73.95020227958956 40.76746798487723, -73.94996727989012 40.767423566572575, -73.94996680967758 40.7674235663684, -73.94999738843431 40.767391057947876, -73.95023050585353 40.76743726197784, -73.95020227958956 40.76746798487723)))",1,27002,9877,1270029877,3,880.954006871,162.153183444
"MULTIPOLYGON (((-73.94389727215041 40.84283367364132, -73.9440921195539 40.8428108957255, -73.94408923559274 40.842883085948884, -73.94389815637582 40.842901577544914, -73.94389727215041 40.84283367364132)), ((-73.94366979783648 40.84285581575989, -73.94378463468333 40.84284348280145, -73.94378018306071 40.842912574557076, -73.94366472041587 40.84292443174506, -73.94366979783648 40.84285581575989)), ((-73.94380094913578 40.84284253802974, -73.94387750608273 40.8428344744694, -73.94387744819349 40.842903092005756, -73.94379461653656 40.84291067614786, -73.94380094913578 40.84284253802974)))",1,27002,9990,1270029990,3,2700.73735627,367.82388553
"MULTIPOLYGON (((-73.98427525191498 40.75981718697662, -73.98416003553915 40.75982301096522, -73.98415253577193 40.75973723686059, -73.9842677520003 40.75973141197892, -73.98427525191498 40.75981718697662)))",1,27000,10,1270000010,1,1001.88121813,126.61711199
"MULTIPOLYGON (((-73.98678977102315 40.754638950438235, -73.98674324579714 40.75463144028158, -73.98675571114102 40.7545867847532, -73.98680223752142 40.754594294905026, -73.98678977102315 40.754638950438235)))",1,27000,11,1270000011,1,219.165761705,59.6187107859
"MULTIPOLYGON (((-73.98796536637865 40.74961550194853, -73.98792712775376 40.74959891782995, -73.98794971039325 40.74956880096951, -73.98798795019046 40.74958538598131, -73.98796536637865 40.74961550194853)))",1,27000,12,1270000012,1,154.061643947,49.6562224802
"MULTIPOLYGON (((-73.98874521105753 40.74548690172778, -73.98863321765259 40.74548033864391, -73.98864184551186 40.74540469244141, -73.98875462201065 40.74541482970403, -73.98874521105753 40.74548690172778)))",1,27000,13,1270000013,1,845.582344788,116.642520095
"MULTIPOLYGON (((-73.99250260471388 40.73052273878979, -73.99242556020486 40.730487709372525, -73.99250543674914 40.73040265527281, -73.99257872245411 40.73044054350919, -73.99250260471388 40.73052273878979)))",1,27000,16,1270000016,1,921.843608981,124.149002423
"MULTIPOLYGON (((-73.99771639239947 40.72436454344861, -73.99765501178318 40.724334045570565, -73.99770136301088 40.72427876964871, -73.99776211858315 40.72431069749872, -73.99771639239947 40.72436454344861)))",1,27000,17,1270000017,1,481.591194583,88.0312358774
"MULTIPOLYGON (((-74.00779412901684 40.71021759560284, -74.00776156794754 40.710249213839795, -74.00771334703889 40.71022046016613, -74.0077459093003 40.71018884104209, -74.00779412901684 40.71021759560284)))",1,27000,106,1270000106,1,248.570910522,63.2392468337
"MULTIPOLYGON (((-74.00248719664509 40.73984376517539, -74.0024397395533 40.73982553992347, -74.00246702156117 40.739784441090926, -74.00251447981505 40.739802666331734, -74.00248719664509 40.73984376517539)))",1,27000,115,1270000115,1,247.123046921,63.013024448
"MULTIPOLYGON (((-73.99085812692111 40.73489826839495, -73.99079299991793 40.73486838075242, -73.99081680981267 40.734838361521305, -73.99088193561325 40.73486825005086, -73.99085812692111 40.73489826839495)))",1,27000,117,1270000117,1,269.247710396,67.7047417526
"MULTIPOLYGON (((-73.98577321266924 40.73273699333982, -73.98568100912588 40.732692343721496, -73.98572487057456 40.732639931486624, -73.9858170740746 40.73268458197067, -73.98577321266924 40.73273699333982)))",1,27000,118,1270000118,1,685.701382318,105.856910021
"MULTIPOLYGON (((-73.98168399685916 40.73102960113617, -73.98160245719238 40.73099303109896, -73.98165019772739 40.73093143223551, -73.98173173616124 40.73096800223904, -73.98168399685916 40.73102960113617)))",1,27000,119,1270000119,1,683.456580775,104.572640635
"MULTIPOLYGON (((-73.91979934108049 40.86813845711258, -73.91972976178002 40.86815208175935, -73.91971041701676 40.868095151982146, -73.91977999626272 40.86808152644644, -73.91979934108049 40.86813845711258)))",1,27000,143,1270000143,1,425.724764851,82.5903371947
"MULTIPOLYGON (((-73.92736483539046 40.86554664169235, -73.92727129721176 40.86558004676426, -73.92720329243535 40.86547029904275, -73.92729683049386 40.8654368940253, -73.92736483539046 40.86554664169235)))",1,27000,144,1270000144,1,1263.42625076,145.560548853
"MULTIPOLYGON (((-73.93429525687444 40.85906679288358, -73.93425157409074 40.85905547494715, -73.93426415368792 40.859027486765825, -73.93430783645543 40.85903880469755, -73.93429525687444 40.85906679288358)))",1,27000,145,1270000145,1,137.566548067,47.0845577709
"MULTIPOLYGON (((-73.93799911278492 40.851721353510605, -73.93795106882115 40.85170878473168, -73.93796836299714 40.85167067261919, -73.93801640574985 40.85168324229086, -73.93799911278492 40.851721353510605)))",1,27000,146,1270000146,1,206.464535259,57.4892453815
"MULTIPOLYGON (((-73.9397102822756 40.84741486705457, -73.93968016640508 40.847408656824186, -73.93969398681993 40.847370012219194, -73.93972410148844 40.847376222445384, -73.9397102822756 40.84741486705457)))",1,27000,147,1270000147,1,125.962069294,46.4465903634
"MULTIPOLYGON (((-73.93958297830741 40.84076214055032, -73.93947782973905 40.84073612690414, -73.93950777217579 40.840666321960114, -73.93961292064559 40.84069233557929, -73.93958297830741 40.84076214055032)))",1,27000,148,1270000148,1,818.460496058,114.693886453
"MULTIPOLYGON (((-73.93994987523831 40.836037856899054, -73.93989453951365 40.83603227652896, -73.93990381405963 40.83597922155076, -73.93995914974094 40.83598480191645, -73.93994987523831 40.836037856899054)))",1,27000,149,1270000149,1,301.201638184,69.8922774692
"MULTIPOLYGON (((-73.9415362831369 40.830546188876085, -73.94147782279052 40.830532999392915, -73.9414958717025 40.830486842879566, -73.94155433319825 40.83050003145378, -73.9415362831369 40.830546188876085)))",1,27000,150,1270000150,1,296.068392442,68.8394370847
"MULTIPOLYGON (((-73.94422473421443 40.824820572129454, -73.94416280874702 40.8247973120729, -73.9441976343092 40.82474381066874, -73.944259559739 40.8247670707068, -73.94422473421443 40.824820572129454)))",1,27000,151,1270000151,1,415.75471496,81.7291729489
"MULTIPOLYGON (((-73.94766070997586 40.81794830087625, -73.9475761692225 40.81790993732951, -73.9476306877555 40.81784059504013, -73.94771522963825 40.81787895764738, -73.94766070997586 40.81794830087625)))",1,27000,152,1270000152,1,802.103816641,113.368930705
"MULTIPOLYGON (((-73.95235261079875 40.8111426565842, -73.95229429996381 40.811121903914525, -73.95232416714697 40.811073457786726, -73.95238247794877 40.811094210441475, -73.95235261079875 40.8111426565842)))",1,27000,153,1270000153,1,347.420675907,74.6313557218
"MULTIPOLYGON (((-73.95491006344731 40.80516357896836, -73.95478404667287 40.80511563929668, -73.95484242721582 40.8050270306098, -73.9549684438651 40.80507496931781, -73.95491006344731 40.80516357896836)))",1,27000,154,1270000154,1,1408.5596219,150.236030295
"MULTIPOLYGON (((-73.95821027291815 40.80066175647902, -73.95802842609972 40.80065692496935, -73.95803437578085 40.80052760014425, -73.9582162222465 40.80053243164463, -73.95821027291815 40.80066175647902)))",1,27000,155,1270000155,1,2375.10407886,195.047226843
"MULTIPOLYGON (((-73.96149350455053 40.796085041567316, -73.96145893775872 40.79613240620973, -73.96139990853057 40.79610752545845, -73.96143447535145 40.796060160833555, -73.96149350455053 40.796085041567316)))",1,27000,156,1270000156,1,368.80229195,76.8452431168
"MULTIPOLYGON (((-73.9647208329965 40.79168248583688, -73.96464560893189 40.79165673098751, -73.96467787628568 40.79160229302312, -73.96475310030122 40.79162804785166, -73.9647208329965 40.79168248583688)))",1,27000,157,1270000157,1,496.963577067,89.197472942
"MULTIPOLYGON (((-73.96894004038899 40.785901217894775, -73.9688640368684 40.785875585330764, -73.96889424118251 40.78582384618462, -73.96897024465568 40.78584947872891, -73.96894004038899 40.785901217894775)))",1,27000,158,1270000158,1,474.858862878,87.2974505285
"MULTIPOLYGON (((-73.97641854739855 40.77562440819846, -73.97637613326805 40.77561036247616, -73.97639976209102 40.77556912880128, -73.976442175016 40.77558317361423, -73.97641854739855 40.77562440819846)))",1,27000,160,1270000160,1,209.964622396,58.399528208
"MULTIPOLYGON (((-73.98598437723145 40.76249935498788, -73.98591441052703 40.762472359239986, -73.98595682044957 40.762408813123905, -73.98602678710436 40.762435808846234, -73.98598437723145 40.76249935498788)))",1,27000,162,1270000162,1,564.28759252,95.3943515596
"MULTIPOLYGON (((-73.98974140526096 40.757346053563495, -73.98968416027924 40.75732455789919, -73.98971321647551 40.757279815303384, -73.98977046142815 40.7573013109534, -73.98974140526096 40.757346053563495)))",1,27000,163,1270000163,1,321.567748452,71.7360131287
"MULTIPOLYGON (((-73.9934082350161 40.75232217371387, -73.99334113335283 40.75229501600638, -73.99337315246629 40.75224926496052, -73.99344025409658 40.75227642264956, -73.9934082350161 40.75232217371387)))",1,27000,164,1270000164,1,397.66915255,79.8854328621
"MULTIPOLYGON (((-73.99805683811125 40.745929124674795, -73.99800561737833 40.745911969150576, -73.99802802159701 40.745873277473706, -73.9980792423059 40.74589043298804, -73.99805683811125 40.745929124674795)))",1,27000,165,1270000165,1,238.871472327,61.8222264625
"MULTIPOLYGON (((-74.00171373512806 40.74094167045175, -74.00162727694557 40.74091379560713, -74.00166753750013 40.74084155454787, -74.00175399560577 40.74086942936256, -74.00171373512806 40.74094167045175)))",1,27000,166,1270000166,1,743.883579868,109.217427634
"MULTIPOLYGON (((-74.00051644462506 40.73238493844005, -74.00043211468221 40.73235978219025, -74.00046852287392 40.73228915879111, -74.00055285274117 40.732314315014506, -74.00051644462506 40.73238493844005)))",1,27000,167,1270000167,1,693.842396951,105.485326478
"MULTIPOLYGON (((-74.00525341615979 40.72085375539954, -74.00519506190716 40.72085553385235, -74.00519203217694 40.72079800583235, -74.00525038637927 40.72079622738106, -74.00525341615979 40.72085375539954)))",1,27000,169,1270000169,1,339.569153485,74.3289420173
"MULTIPOLYGON (((-74.00860856158725 40.714159309578235, -74.0085202544532 40.71412000346449, -74.00857119302339 40.71405374462791, -74.00865950009967 40.714093050702935, -74.00860856158725 40.714159309578235)))",1,27000,170,1270000170,1,793.189237436,112.657224957
